,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
416,Billie The Vision & The Dancers,0.624,0.47,0,-9.664,1,0.0291,0.724,0.0,0.155,0.599,142.999,audio_features,4J3JinE7gGuGBsXbRCqXo9,spotify:track:4J3JinE7gGuGBsXbRCqXo9,https://api.spotify.com/v1/tracks/4J3JinE7gGuGBsXbRCqXo9,https://api.spotify.com/v1/audio-analysis/4J3JinE7gGuGBsXbRCqXo9,195813,4
417,Titiyo,0.562,0.567,9,-10.585,0,0.0358,0.448,0.0594,0.108,0.42,142.277,audio_features,72H0lbYRpEkHB7mIhW8Ah8,spotify:track:72H0lbYRpEkHB7mIhW8Ah8,https://api.spotify.com/v1/tracks/72H0lbYRpEkHB7mIhW8Ah8,https://api.spotify.com/v1/audio-analysis/72H0lbYRpEkHB7mIhW8Ah8,290573,4
418,Bobby Hebb,0.714,0.338,4,-10.994,0,0.0456,0.93,0.00644,0.389,0.667,128.385,audio_features,4vju55Ag7apDL2CfotuE7Q,spotify:track:4vju55Ag7apDL2CfotuE7Q,https://api.spotify.com/v1/tracks/4vju55Ag7apDL2CfotuE7Q,https://api.spotify.com/v1/audio-analysis/4vju55Ag7apDL2CfotuE7Q,165067,4
419,Ellen Krauss,0.829,0.557,11,-7.014,1,0.0289,0.601,0.000159,0.108,0.706,118.051,audio_features,7G9nwIVQiNTvTofiKLj6uI,spotify:track:7G9nwIVQiNTvTofiKLj6uI,https://api.spotify.com/v1/tracks/7G9nwIVQiNTvTofiKLj6uI,https://api.spotify.com/v1/audio-analysis/7G9nwIVQiNTvTofiKLj6uI,176960,4
420,Ava Max,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,audio_features,18asYwWugKjjsihZ0YvRxO,spotify:track:18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO,https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO,164819,4
421,Sebastian Krantz,0.907,0.316,11,-6.772,0,0.0503,0.682,0.0,0.106,0.795,117.968,audio_features,1NrNfc4bAhQzEilLevSSqV,spotify:track:1NrNfc4bAhQzEilLevSSqV,https://api.spotify.com/v1/tracks/1NrNfc4bAhQzEilLevSSqV,https://api.spotify.com/v1/audio-analysis/1NrNfc4bAhQzEilLevSSqV,199519,4
422,Lily Allen,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,audio_features,5st5644IlBmKiiRE73UsoZ,spotify:track:5st5644IlBmKiiRE73UsoZ,https://api.spotify.com/v1/tracks/5st5644IlBmKiiRE73UsoZ,https://api.spotify.com/v1/audio-analysis/5st5644IlBmKiiRE73UsoZ,219893,4
423,John ME,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,audio_features,43btz2xjMKpcmjkuRsvxyg,spotify:track:43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,254493,4
424,Ted Gärdestad,0.608,0.769,10,-5.073,0,0.0252,0.0026,8.06e-06,0.0688,0.765,106.564,audio_features,3No0idjeViPyWDP4gh1YGo,spotify:track:3No0idjeViPyWDP4gh1YGo,https://api.spotify.com/v1/tracks/3No0idjeViPyWDP4gh1YGo,https://api.spotify.com/v1/audio-analysis/3No0idjeViPyWDP4gh1YGo,234293,4
425,Roy Orbison,0.593,0.871,7,-4.703,0,0.0369,0.0167,9.2e-06,0.344,0.719,162.955,audio_features,0RsDZ67c93b1ynm5tjngZJ,spotify:track:0RsDZ67c93b1ynm5tjngZJ,https://api.spotify.com/v1/tracks/0RsDZ67c93b1ynm5tjngZJ,https://api.spotify.com/v1/audio-analysis/0RsDZ67c93b1ynm5tjngZJ,212613,4
426,The Strongest Man Who Ever Lived,0.617,0.272,9,-11.879,1,0.0342,0.744,0.0,0.0757,0.24,117.826,audio_features,4vq3ErUMzj06GLJYjSO9dH,spotify:track:4vq3ErUMzj06GLJYjSO9dH,https://api.spotify.com/v1/tracks/4vq3ErUMzj06GLJYjSO9dH,https://api.spotify.com/v1/audio-analysis/4vq3ErUMzj06GLJYjSO9dH,177781,4
427,Watsky,0.731,0.541,6,-12.138,0,0.0905,0.198,1.81e-06,0.092,0.806,118.049,audio_features,6ekWVvw642aQsT3AfnCiTz,spotify:track:6ekWVvw642aQsT3AfnCiTz,https://api.spotify.com/v1/tracks/6ekWVvw642aQsT3AfnCiTz,https://api.spotify.com/v1/audio-analysis/6ekWVvw642aQsT3AfnCiTz,247960,4
428,Alan Walker,0.668,0.816,4,-5.648,0,0.0367,0.0557,1.02e-06,0.197,0.5,129.971,audio_features,0zqBZqm5czQ3A4EoSdKFHj,spotify:track:0zqBZqm5czQ3A4EoSdKFHj,https://api.spotify.com/v1/tracks/0zqBZqm5czQ3A4EoSdKFHj,https://api.spotify.com/v1/audio-analysis/0zqBZqm5czQ3A4EoSdKFHj,178625,4
429,Solen,0.497,0.315,2,-11.397,1,0.0383,0.769,0.0,0.108,0.389,72.052,audio_features,10ylH6P7Lk02UVQbHSLSuJ,spotify:track:10ylH6P7Lk02UVQbHSLSuJ,https://api.spotify.com/v1/tracks/10ylH6P7Lk02UVQbHSLSuJ,https://api.spotify.com/v1/audio-analysis/10ylH6P7Lk02UVQbHSLSuJ,216027,4
430,Mel Tormé,0.632,0.368,7,-14.901,0,0.061,0.65,0.0,0.189,0.773,143.121,audio_features,71tjsDvB4EMJqNG8EMmFnb,spotify:track:71tjsDvB4EMJqNG8EMmFnb,https://api.spotify.com/v1/tracks/71tjsDvB4EMJqNG8EMmFnb,https://api.spotify.com/v1/audio-analysis/71tjsDvB4EMJqNG8EMmFnb,165360,4
431,Jens Lekman,0.646,0.79,9,-6.383,1,0.0259,0.0255,0.00555,0.131,0.629,128.955,audio_features,7iumfL3lmEENNsc8V2U1BQ,spotify:track:7iumfL3lmEENNsc8V2U1BQ,https://api.spotify.com/v1/tracks/7iumfL3lmEENNsc8V2U1BQ,https://api.spotify.com/v1/audio-analysis/7iumfL3lmEENNsc8V2U1BQ,278267,4
432,Dean Lewis,0.614,0.642,1,-5.473,1,0.0449,0.289,0.0,0.13,0.218,117.94,audio_features,1O73ZKgl0THUImkHW6dfAL,spotify:track:1O73ZKgl0THUImkHW6dfAL,https://api.spotify.com/v1/tracks/1O73ZKgl0THUImkHW6dfAL,https://api.spotify.com/v1/audio-analysis/1O73ZKgl0THUImkHW6dfAL,202158,4
433,Mauro Scocco,0.516,0.783,2,-11.577,1,0.0336,0.27,0.000638,0.0958,0.566,104.087,audio_features,4uBbgoKiRzcjgjVH6FqgTS,spotify:track:4uBbgoKiRzcjgjVH6FqgTS,https://api.spotify.com/v1/tracks/4uBbgoKiRzcjgjVH6FqgTS,https://api.spotify.com/v1/audio-analysis/4uBbgoKiRzcjgjVH6FqgTS,270027,4
434,Devlin,0.716,0.627,9,-5.498,1,0.177,0.0754,3.7e-06,0.261,0.311,150.041,audio_features,0AyXOhs2iZAS3sOJbi1Kvq,spotify:track:0AyXOhs2iZAS3sOJbi1Kvq,https://api.spotify.com/v1/tracks/0AyXOhs2iZAS3sOJbi1Kvq,https://api.spotify.com/v1/audio-analysis/0AyXOhs2iZAS3sOJbi1Kvq,188800,4
435,Arja Saijonmaa,0.737,0.851,9,-5.27,0,0.0288,0.415,1.04e-06,0.221,0.953,116.066,audio_features,4J5KXnvaoSPa7yHrsNnqda,spotify:track:4J5KXnvaoSPa7yHrsNnqda,https://api.spotify.com/v1/tracks/4J5KXnvaoSPa7yHrsNnqda,https://api.spotify.com/v1/audio-analysis/4J5KXnvaoSPa7yHrsNnqda,169227,4
436,Nordman,0.648,0.95,9,-7.144,0,0.0387,0.194,1.82e-05,0.26,0.693,121.92,audio_features,7GNjJN3LPkainjgktvQmWp,spotify:track:7GNjJN3LPkainjgktvQmWp,https://api.spotify.com/v1/tracks/7GNjJN3LPkainjgktvQmWp,https://api.spotify.com/v1/audio-analysis/7GNjJN3LPkainjgktvQmWp,194200,4
437,Adele,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,46IZ0fSY2mpAiktS3KOqds,spotify:track:46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695,4
438,Emma Bale,0.28,0.122,0,-10.865,1,0.0478,0.945,7.86e-06,0.117,0.128,181.331,audio_features,1fmPvEu7fVUL8Png48XMGj,spotify:track:1fmPvEu7fVUL8Png48XMGj,https://api.spotify.com/v1/tracks/1fmPvEu7fVUL8Png48XMGj,https://api.spotify.com/v1/audio-analysis/1fmPvEu7fVUL8Png48XMGj,223120,3
439,Niklas Lind,0.536,0.138,9,-13.518,1,0.068,0.863,0.0,0.13,0.554,88.802,audio_features,0FEXwrqqUPNNEZgrjPQ55m,spotify:track:0FEXwrqqUPNNEZgrjPQ55m,https://api.spotify.com/v1/tracks/0FEXwrqqUPNNEZgrjPQ55m,https://api.spotify.com/v1/audio-analysis/0FEXwrqqUPNNEZgrjPQ55m,192987,4
440,Tjuvjakt,0.744,0.857,11,-5.315,0,0.233,0.148,0.0,0.0897,0.843,137.809,audio_features,1K2a8QcaPTDTZ1e4M0s8gQ,spotify:track:1K2a8QcaPTDTZ1e4M0s8gQ,https://api.spotify.com/v1/tracks/1K2a8QcaPTDTZ1e4M0s8gQ,https://api.spotify.com/v1/audio-analysis/1K2a8QcaPTDTZ1e4M0s8gQ,242320,4
441,The Head And The Heart,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243,audio_features,4fN0dQGDaV4Hg7Gd7mBOE0,spotify:track:4fN0dQGDaV4Hg7Gd7mBOE0,https://api.spotify.com/v1/tracks/4fN0dQGDaV4Hg7Gd7mBOE0,https://api.spotify.com/v1/audio-analysis/4fN0dQGDaV4Hg7Gd7mBOE0,284000,3
442,Gorillaz,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4
443,Ed Sheeran,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4
444,Dolly Dolores,0.46,0.873,0,-6.376,1,0.103,0.0177,9.02e-06,0.376,0.514,141.881,audio_features,3lVnLAOXzBrjlKl2YJmbNW,spotify:track:3lVnLAOXzBrjlKl2YJmbNW,https://api.spotify.com/v1/tracks/3lVnLAOXzBrjlKl2YJmbNW,https://api.spotify.com/v1/audio-analysis/3lVnLAOXzBrjlKl2YJmbNW,183519,4
445,Jimmy Eat World,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4
446,Sons Of The East,0.461,0.504,7,-8.127,1,0.0302,0.303,0.0,0.15,0.404,113.643,audio_features,7tvdONFIPzFajuWX0TrlIQ,spotify:track:7tvdONFIPzFajuWX0TrlIQ,https://api.spotify.com/v1/tracks/7tvdONFIPzFajuWX0TrlIQ,https://api.spotify.com/v1/audio-analysis/7tvdONFIPzFajuWX0TrlIQ,211580,4
447,John Farnham,0.369,0.762,10,-8.993,1,0.0464,0.22,2.8e-05,0.579,0.644,84.957,audio_features,5NwkWwfRJaT55hEPtCmJHx,spotify:track:5NwkWwfRJaT55hEPtCmJHx,https://api.spotify.com/v1/tracks/5NwkWwfRJaT55hEPtCmJHx,https://api.spotify.com/v1/audio-analysis/5NwkWwfRJaT55hEPtCmJHx,302107,4
448,A$AP Rocky,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,audio_features,7ycWLEP1GsNjVvcjawXz3z,spotify:track:7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/tracks/7ycWLEP1GsNjVvcjawXz3z,https://api.spotify.com/v1/audio-analysis/7ycWLEP1GsNjVvcjawXz3z,205040,4
449,The Revivalists,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,audio_features,2EWpa5XnAuSn0sIkSSIhYk,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,https://api.spotify.com/v1/tracks/2EWpa5XnAuSn0sIkSSIhYk,https://api.spotify.com/v1/audio-analysis/2EWpa5XnAuSn0sIkSSIhYk,274093,4
450,Family Four,0.471,0.612,10,-7.537,1,0.0386,0.416,0.0,0.124,0.352,89.185,audio_features,7k2hvWTTXotDZuGc6U0vUp,spotify:track:7k2hvWTTXotDZuGc6U0vUp,https://api.spotify.com/v1/tracks/7k2hvWTTXotDZuGc6U0vUp,https://api.spotify.com/v1/audio-analysis/7k2hvWTTXotDZuGc6U0vUp,163533,4
451,VIC MENSA,0.679,0.645,6,-7.777,0,0.222,0.0518,0.0,0.145,0.203,125.795,audio_features,0aMHIW1lqrulVCx0LLlr6a,spotify:track:0aMHIW1lqrulVCx0LLlr6a,https://api.spotify.com/v1/tracks/0aMHIW1lqrulVCx0LLlr6a,https://api.spotify.com/v1/audio-analysis/0aMHIW1lqrulVCx0LLlr6a,307188,4
452,George Harrison,0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,audio_features,3OeUlriM0EZHdWleJtjoVr,spotify:track:3OeUlriM0EZHdWleJtjoVr,https://api.spotify.com/v1/tracks/3OeUlriM0EZHdWleJtjoVr,https://api.spotify.com/v1/audio-analysis/3OeUlriM0EZHdWleJtjoVr,234653,4
453,Mark Knopfler,0.624,0.682,6,-7.274,0,0.0302,0.615,0.252,0.288,0.432,122.084,audio_features,65f8Ca4HbZCMLhpZPTHW4O,spotify:track:65f8Ca4HbZCMLhpZPTHW4O,https://api.spotify.com/v1/tracks/65f8Ca4HbZCMLhpZPTHW4O,https://api.spotify.com/v1/audio-analysis/65f8Ca4HbZCMLhpZPTHW4O,295893,4
454,Erik Hassle,0.573,0.74,7,-3.15,0,0.0389,0.0506,0.0,0.0854,0.433,118.058,audio_features,2PPKmACou5n5aOykCDW9s1,spotify:track:2PPKmACou5n5aOykCDW9s1,https://api.spotify.com/v1/tracks/2PPKmACou5n5aOykCDW9s1,https://api.spotify.com/v1/audio-analysis/2PPKmACou5n5aOykCDW9s1,183307,4
455,Nico & Vinz,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,audio_features,1fidCEsYlaVE3pHwKCvpFZ,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/audio-analysis/1fidCEsYlaVE3pHwKCvpFZ,245867,4
456,Ana Diaz,0.503,0.0886,0,-14.435,1,0.0496,0.963,3.5e-06,0.0636,0.386,138.229,audio_features,1fx5GVC6CqeEJCEpYKmrce,spotify:track:1fx5GVC6CqeEJCEpYKmrce,https://api.spotify.com/v1/tracks/1fx5GVC6CqeEJCEpYKmrce,https://api.spotify.com/v1/audio-analysis/1fx5GVC6CqeEJCEpYKmrce,222547,4
457,Family of the Year,0.34,0.523,5,-5.81,1,0.0265,0.245,1.07e-05,0.108,0.226,174.705,audio_features,1B10XgaxSXRLAFq967oMpF,spotify:track:1B10XgaxSXRLAFq967oMpF,https://api.spotify.com/v1/tracks/1B10XgaxSXRLAFq967oMpF,https://api.spotify.com/v1/audio-analysis/1B10XgaxSXRLAFq967oMpF,190280,4
458,The White Stripes,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4
459,Åsa Jinder,0.541,0.193,0,-11.957,1,0.0433,0.821,0.0,0.0999,0.533,117.47,audio_features,16umabsUYAkuS1ZX8D1WcJ,spotify:track:16umabsUYAkuS1ZX8D1WcJ,https://api.spotify.com/v1/tracks/16umabsUYAkuS1ZX8D1WcJ,https://api.spotify.com/v1/audio-analysis/16umabsUYAkuS1ZX8D1WcJ,211426,3
460,Charlotte Perrelli,0.533,0.885,4,-2.309,1,0.038,0.259,0.0,0.305,0.532,144.171,audio_features,6JIwvW8ioos5KFp0Q0mS3Y,spotify:track:6JIwvW8ioos5KFp0Q0mS3Y,https://api.spotify.com/v1/tracks/6JIwvW8ioos5KFp0Q0mS3Y,https://api.spotify.com/v1/audio-analysis/6JIwvW8ioos5KFp0Q0mS3Y,182800,4
461,Dorothy,0.803,0.427,8,-10.819,1,0.0509,0.0245,0.405,0.0953,0.439,118.008,audio_features,2GuIRSthEpYN5MO6PGD7Vx,spotify:track:2GuIRSthEpYN5MO6PGD7Vx,https://api.spotify.com/v1/tracks/2GuIRSthEpYN5MO6PGD7Vx,https://api.spotify.com/v1/audio-analysis/2GuIRSthEpYN5MO6PGD7Vx,316373,4
462,Mike Posner,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,audio_features,0vbtURX4qv1l7besfwmnD8,spotify:track:0vbtURX4qv1l7besfwmnD8,https://api.spotify.com/v1/tracks/0vbtURX4qv1l7besfwmnD8,https://api.spotify.com/v1/audio-analysis/0vbtURX4qv1l7besfwmnD8,197933,4
463,Mausi,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,audio_features,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813,4
464,Jackie Wilson,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,audio_features,5qyq1H5OPMlfuvZQ1wQNo7,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/tracks/5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/audio-analysis/5qyq1H5OPMlfuvZQ1wQNo7,179120,4
465,The Strumbellas,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529,audio_features,7GJ572zvnU94VZVrj5XRtb,spotify:track:7GJ572zvnU94VZVrj5XRtb,https://api.spotify.com/v1/tracks/7GJ572zvnU94VZVrj5XRtb,https://api.spotify.com/v1/audio-analysis/7GJ572zvnU94VZVrj5XRtb,203653,4
466,Sharon Van Etten,0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.759,audio_features,61qxP4Vs5DVX0Ic4GnBklu,spotify:track:61qxP4Vs5DVX0Ic4GnBklu,https://api.spotify.com/v1/tracks/61qxP4Vs5DVX0Ic4GnBklu,https://api.spotify.com/v1/audio-analysis/61qxP4Vs5DVX0Ic4GnBklu,262520,4
467,Elton John,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4
468,Alf Robertson,0.531,0.712,2,-10.425,1,0.0387,0.357,1.74e-05,0.18,0.692,89.87,audio_features,2UIxiw5s1cw4eRVqff2teT,spotify:track:2UIxiw5s1cw4eRVqff2teT,https://api.spotify.com/v1/tracks/2UIxiw5s1cw4eRVqff2teT,https://api.spotify.com/v1/audio-analysis/2UIxiw5s1cw4eRVqff2teT,271952,4
469,Violet Skies,0.452,0.648,0,-8.728,1,0.217,0.803,0.105,0.119,0.472,171.803,audio_features,50mNDRWNIKysdc8v07H8iu,spotify:track:50mNDRWNIKysdc8v07H8iu,https://api.spotify.com/v1/tracks/50mNDRWNIKysdc8v07H8iu,https://api.spotify.com/v1/audio-analysis/50mNDRWNIKysdc8v07H8iu,184067,4
470,Shotgun Crackers,0.32,0.531,9,-6.752,1,0.0501,0.0587,0.0,0.116,0.119,87.569,audio_features,2e8NHjOwq5ujEdTuIpQXhJ,spotify:track:2e8NHjOwq5ujEdTuIpQXhJ,https://api.spotify.com/v1/tracks/2e8NHjOwq5ujEdTuIpQXhJ,https://api.spotify.com/v1/audio-analysis/2e8NHjOwq5ujEdTuIpQXhJ,239165,4
471,Fink,0.477,0.519,2,-12.461,1,0.0358,0.328,0.748,0.0949,0.102,175.094,audio_features,7bhI6rnvaVw8qgZPn32qE0,spotify:track:7bhI6rnvaVw8qgZPn32qE0,https://api.spotify.com/v1/tracks/7bhI6rnvaVw8qgZPn32qE0,https://api.spotify.com/v1/audio-analysis/7bhI6rnvaVw8qgZPn32qE0,310693,4
472,Lorentz,0.614,0.708,11,-7.773,1,0.0966,0.244,0.0,0.19,0.248,100.039,audio_features,46JdPZmwWfkCJHVzd5gi8v,spotify:track:46JdPZmwWfkCJHVzd5gi8v,https://api.spotify.com/v1/tracks/46JdPZmwWfkCJHVzd5gi8v,https://api.spotify.com/v1/audio-analysis/46JdPZmwWfkCJHVzd5gi8v,293773,4
473,Ulf Lundell,0.384,0.359,9,-10.447,1,0.028,0.47,0.0,0.134,0.364,97.062,audio_features,1WVjxyTSZ5UiI6TlcHyUPh,spotify:track:1WVjxyTSZ5UiI6TlcHyUPh,https://api.spotify.com/v1/tracks/1WVjxyTSZ5UiI6TlcHyUPh,https://api.spotify.com/v1/audio-analysis/1WVjxyTSZ5UiI6TlcHyUPh,278333,4
474,WILD,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/tracks/3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/audio-analysis/3fVnlF4pGqWI9flVENcT28,220440,4
475,Faråker,0.62,0.69,8,-6.905,1,0.0252,0.354,2.4e-05,0.296,0.741,99.975,audio_features,29cVNZyddJ40InzfF3ZYTM,spotify:track:29cVNZyddJ40InzfF3ZYTM,https://api.spotify.com/v1/tracks/29cVNZyddJ40InzfF3ZYTM,https://api.spotify.com/v1/audio-analysis/29cVNZyddJ40InzfF3ZYTM,181827,4
476,Morrissey,0.531,0.915,11,-4.237,1,0.0369,0.0119,0.0,0.14,0.811,134.322,audio_features,0bWKniFVup1UYgoZww89Vp,spotify:track:0bWKniFVup1UYgoZww89Vp,https://api.spotify.com/v1/tracks/0bWKniFVup1UYgoZww89Vp,https://api.spotify.com/v1/audio-analysis/0bWKniFVup1UYgoZww89Vp,218587,4
477,Den svenska björnstammen,0.783,0.596,9,-7.392,1,0.0606,0.0973,0.0,0.0512,0.132,127.908,audio_features,7nLMZKhfkFZLr9rz4VyOpF,spotify:track:7nLMZKhfkFZLr9rz4VyOpF,https://api.spotify.com/v1/tracks/7nLMZKhfkFZLr9rz4VyOpF,https://api.spotify.com/v1/audio-analysis/7nLMZKhfkFZLr9rz4VyOpF,212109,4
478,James Bay,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486,audio_features,3nnG7AM9QopHVPEuLX3Khk,spotify:track:3nnG7AM9QopHVPEuLX3Khk,https://api.spotify.com/v1/tracks/3nnG7AM9QopHVPEuLX3Khk,https://api.spotify.com/v1/audio-analysis/3nnG7AM9QopHVPEuLX3Khk,260533,4
479,Johnny Cash,0.594,0.889,10,-4.853,1,0.0282,0.298,0.0,0.104,0.875,99.997,audio_features,4tQ5Bk3dE3u83t6ShNdntI,spotify:track:4tQ5Bk3dE3u83t6ShNdntI,https://api.spotify.com/v1/tracks/4tQ5Bk3dE3u83t6ShNdntI,https://api.spotify.com/v1/audio-analysis/4tQ5Bk3dE3u83t6ShNdntI,237133,4
480,Emilíana Torrini,0.637,0.89,4,-5.291,0,0.0747,0.131,0.0055,0.0735,0.858,118.315,audio_features,49sGyqfSqURWHIKDbkTfdQ,spotify:track:49sGyqfSqURWHIKDbkTfdQ,https://api.spotify.com/v1/tracks/49sGyqfSqURWHIKDbkTfdQ,https://api.spotify.com/v1/audio-analysis/49sGyqfSqURWHIKDbkTfdQ,133467,4
481,The Fratellis,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514,audio_features,1bCmvezFg5MRcENzCGG1Cy,spotify:track:1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/tracks/1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/audio-analysis/1bCmvezFg5MRcENzCGG1Cy,215307,4
482,Cub Sport,0.344,0.592,4,-5.582,1,0.0323,0.0626,5.98e-06,0.13,0.0396,149.724,audio_features,0U2G7dJYfwGlG6fNvhN6sr,spotify:track:0U2G7dJYfwGlG6fNvhN6sr,https://api.spotify.com/v1/tracks/0U2G7dJYfwGlG6fNvhN6sr,https://api.spotify.com/v1/audio-analysis/0U2G7dJYfwGlG6fNvhN6sr,203640,4
483,Weeping Willows,0.626,0.49,11,-11.407,0,0.0293,0.577,0.0809,0.124,0.677,138.008,audio_features,3Kl8dhWLoEZxeYzBDsXST5,spotify:track:3Kl8dhWLoEZxeYzBDsXST5,https://api.spotify.com/v1/tracks/3Kl8dhWLoEZxeYzBDsXST5,https://api.spotify.com/v1/audio-analysis/3Kl8dhWLoEZxeYzBDsXST5,211387,4
484,Capital Cities,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,6Z8R6UsFuGXGtiIxiD8ISb,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,192790,5
485,Alanis Morissette,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,audio_features,1d6KS9GH06JAd19uiBy9IE,spotify:track:1d6KS9GH06JAd19uiBy9IE,https://api.spotify.com/v1/tracks/1d6KS9GH06JAd19uiBy9IE,https://api.spotify.com/v1/audio-analysis/1d6KS9GH06JAd19uiBy9IE,230000,5
486,Foy Vance,0.73,0.403,4,-10.146,1,0.0483,0.718,0.00242,0.0985,0.502,124.901,audio_features,70rOXPlQGVjEkboInw5EBk,spotify:track:70rOXPlQGVjEkboInw5EBk,https://api.spotify.com/v1/tracks/70rOXPlQGVjEkboInw5EBk,https://api.spotify.com/v1/audio-analysis/70rOXPlQGVjEkboInw5EBk,229227,4
