,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
273,Alicia Keys,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920,4
274,Chris de Burgh,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,audio_features,1GeNWyZtCHbcp3ZWp8GTOO,spotify:track:1GeNWyZtCHbcp3ZWp8GTOO,https://api.spotify.com/v1/tracks/1GeNWyZtCHbcp3ZWp8GTOO,https://api.spotify.com/v1/audio-analysis/1GeNWyZtCHbcp3ZWp8GTOO,256173,4
275,Felix Jaehn,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,180566,4
276,Nomy,0.425,0.87,11,-2.785,1,0.044,0.0452,0.0,0.0811,0.354,177.42,audio_features,1eXCOaP61F46PhkSkEzia6,spotify:track:1eXCOaP61F46PhkSkEzia6,https://api.spotify.com/v1/tracks/1eXCOaP61F46PhkSkEzia6,https://api.spotify.com/v1/audio-analysis/1eXCOaP61F46PhkSkEzia6,251947,4
277,Marit Bergman,0.379,0.623,9,-5.341,1,0.042,0.0439,0.0,0.257,0.349,153.312,audio_features,4n0TkiApnLXv1RSk17gOBH,spotify:track:4n0TkiApnLXv1RSk17gOBH,https://api.spotify.com/v1/tracks/4n0TkiApnLXv1RSk17gOBH,https://api.spotify.com/v1/audio-analysis/4n0TkiApnLXv1RSk17gOBH,230373,4
278,Afasi & Filthy,0.644,0.906,4,-2.856,1,0.22,0.0915,0.0,0.162,0.842,83.922,audio_features,4eNnqcB8gO1rW1K5PTFahs,spotify:track:4eNnqcB8gO1rW1K5PTFahs,https://api.spotify.com/v1/tracks/4eNnqcB8gO1rW1K5PTFahs,https://api.spotify.com/v1/audio-analysis/4eNnqcB8gO1rW1K5PTFahs,256253,4
279,The Kooks,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4
280,Felicia Takman,0.651,0.899,3,-6.156,1,0.0845,0.11,1.82e-05,0.0878,0.674,167.978,audio_features,1tEJvOKcs46f2dmsgV27qR,spotify:track:1tEJvOKcs46f2dmsgV27qR,https://api.spotify.com/v1/tracks/1tEJvOKcs46f2dmsgV27qR,https://api.spotify.com/v1/audio-analysis/1tEJvOKcs46f2dmsgV27qR,182333,4
281,Hurricane Love,0.559,0.954,1,-3.057,0,0.0436,0.000612,0.0,0.348,0.152,130.006,audio_features,7xnTnh0V1UWjq6taofnuJL,spotify:track:7xnTnh0V1UWjq6taofnuJL,https://api.spotify.com/v1/tracks/7xnTnh0V1UWjq6taofnuJL,https://api.spotify.com/v1/audio-analysis/7xnTnh0V1UWjq6taofnuJL,195692,4
282,Passenger,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,audio_features,7DFNE7NO0raLIUbgzY2rzm,spotify:track:7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/tracks/7DFNE7NO0raLIUbgzY2rzm,https://api.spotify.com/v1/audio-analysis/7DFNE7NO0raLIUbgzY2rzm,252867,4
283,Amanda Jenssen,0.509,0.434,0,-7.521,1,0.0279,0.455,0.0,0.27,0.461,84.98,audio_features,0blAra7Saw0SR2PcHknpBA,spotify:track:0blAra7Saw0SR2PcHknpBA,https://api.spotify.com/v1/tracks/0blAra7Saw0SR2PcHknpBA,https://api.spotify.com/v1/audio-analysis/0blAra7Saw0SR2PcHknpBA,250661,4
284,Gabrielle Aplin,0.66,0.449,7,-6.573,1,0.0442,0.209,0.0,0.111,0.237,133.984,audio_features,4P6g8wuXeR3wznFk7WnI4w,spotify:track:4P6g8wuXeR3wznFk7WnI4w,https://api.spotify.com/v1/tracks/4P6g8wuXeR3wznFk7WnI4w,https://api.spotify.com/v1/audio-analysis/4P6g8wuXeR3wznFk7WnI4w,180640,4
285,Ryan Adams,0.321,0.22,7,-12.608,0,0.0352,0.828,0.00398,0.0873,0.301,157.037,audio_features,4siFdX3QLfjtzg1HHgCPW7,spotify:track:4siFdX3QLfjtzg1HHgCPW7,https://api.spotify.com/v1/tracks/4siFdX3QLfjtzg1HHgCPW7,https://api.spotify.com/v1/audio-analysis/4siFdX3QLfjtzg1HHgCPW7,248280,4
286,Grits,0.757,0.862,2,-3.519,1,0.0696,0.115,0.000203,0.285,0.823,99.017,audio_features,1KBN9lYx9QkfUJC3NSXlhQ,spotify:track:1KBN9lYx9QkfUJC3NSXlhQ,https://api.spotify.com/v1/tracks/1KBN9lYx9QkfUJC3NSXlhQ,https://api.spotify.com/v1/audio-analysis/1KBN9lYx9QkfUJC3NSXlhQ,233173,4
287,Kid Cudi,0.546,0.916,8,-3.932,1,0.255,0.00144,4.34e-06,0.251,0.375,129.983,audio_features,5xYC48nOppVemY6U5GRGTb,spotify:track:5xYC48nOppVemY6U5GRGTb,https://api.spotify.com/v1/tracks/5xYC48nOppVemY6U5GRGTb,https://api.spotify.com/v1/audio-analysis/5xYC48nOppVemY6U5GRGTb,210853,4
288,G-Eazy,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,audio_features,40YcuQysJ0KlGQTeGUosTC,spotify:track:40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC,251467,4
289,Tomas Ledin,0.777,0.659,3,-12.862,1,0.0294,0.476,0.00303,0.0771,0.955,119.252,audio_features,2W7tzqjAPXG97RthXx6pNR,spotify:track:2W7tzqjAPXG97RthXx6pNR,https://api.spotify.com/v1/tracks/2W7tzqjAPXG97RthXx6pNR,https://api.spotify.com/v1/audio-analysis/2W7tzqjAPXG97RthXx6pNR,183827,4
290,Chris Call,0.73,0.634,4,-7.191,0,0.181,0.107,1.44e-05,0.0976,0.798,171.874,audio_features,2dVvjVatv6A48N5qaUxPnB,spotify:track:2dVvjVatv6A48N5qaUxPnB,https://api.spotify.com/v1/tracks/2dVvjVatv6A48N5qaUxPnB,https://api.spotify.com/v1/audio-analysis/2dVvjVatv6A48N5qaUxPnB,146840,4
291,Glasvegas,0.466,0.837,0,-3.752,1,0.037,0.000348,7.83e-05,0.408,0.16,119.873,audio_features,0x7L1Jp3nvOeaKVg0GGSyt,spotify:track:0x7L1Jp3nvOeaKVg0GGSyt,https://api.spotify.com/v1/tracks/0x7L1Jp3nvOeaKVg0GGSyt,https://api.spotify.com/v1/audio-analysis/0x7L1Jp3nvOeaKVg0GGSyt,225253,4
292,Marvin Gaye,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,audio_features,7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4
293,Ane Brun,0.528,0.0419,1,-12.229,1,0.044,0.992,0.00213,0.0883,0.348,79.331,audio_features,72dxj4fyqyQ1YGdlFvv2xW,spotify:track:72dxj4fyqyQ1YGdlFvv2xW,https://api.spotify.com/v1/tracks/72dxj4fyqyQ1YGdlFvv2xW,https://api.spotify.com/v1/audio-analysis/72dxj4fyqyQ1YGdlFvv2xW,166880,4
294,Hanna Järver,0.486,0.665,1,-7.585,1,0.0362,0.373,0.003,0.124,0.23,171.902,audio_features,45fW2Ct8TLIxhqDQhLjv0w,spotify:track:45fW2Ct8TLIxhqDQhLjv0w,https://api.spotify.com/v1/tracks/45fW2Ct8TLIxhqDQhLjv0w,https://api.spotify.com/v1/audio-analysis/45fW2Ct8TLIxhqDQhLjv0w,231427,4
295,Jamie Lawson,0.591,0.415,6,-6.936,1,0.0437,0.424,0.000299,0.111,0.197,90.483,audio_features,2a5VluIESm1JP4Qwvo02H8,spotify:track:2a5VluIESm1JP4Qwvo02H8,https://api.spotify.com/v1/tracks/2a5VluIESm1JP4Qwvo02H8,https://api.spotify.com/v1/audio-analysis/2a5VluIESm1JP4Qwvo02H8,201072,4
296,Train,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,audio_features,55Am8neGJkdj2ADaM3aw5H,spotify:track:55Am8neGJkdj2ADaM3aw5H,https://api.spotify.com/v1/tracks/55Am8neGJkdj2ADaM3aw5H,https://api.spotify.com/v1/audio-analysis/55Am8neGJkdj2ADaM3aw5H,208827,4
297,Seal,0.623,0.541,9,-7.162,0,0.0495,0.0132,0.0,0.106,0.368,156.092,audio_features,3HnnBdnw866CpOEv4uYs3l,spotify:track:3HnnBdnw866CpOEv4uYs3l,https://api.spotify.com/v1/tracks/3HnnBdnw866CpOEv4uYs3l,https://api.spotify.com/v1/audio-analysis/3HnnBdnw866CpOEv4uYs3l,176331,4
298,Franz Ferdinand,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4
299,Elliott Smith,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,audio_features,52Bg6oaos7twR7IUtEpqcE,spotify:track:52Bg6oaos7twR7IUtEpqcE,https://api.spotify.com/v1/tracks/52Bg6oaos7twR7IUtEpqcE,https://api.spotify.com/v1/audio-analysis/52Bg6oaos7twR7IUtEpqcE,141280,3
300,Ebbot Lundberg,0.537,0.312,5,-12.075,1,0.0292,0.919,0.023,0.0772,0.424,141.028,audio_features,6g3ZMXsdUMMiLw2CNbe0ex,spotify:track:6g3ZMXsdUMMiLw2CNbe0ex,https://api.spotify.com/v1/tracks/6g3ZMXsdUMMiLw2CNbe0ex,https://api.spotify.com/v1/audio-analysis/6g3ZMXsdUMMiLw2CNbe0ex,189627,4
301,Christina Aguilera,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,audio_features,7pYfyrMNPn3wtoCyqcTVoI,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/audio-analysis/7pYfyrMNPn3wtoCyqcTVoI,201493,4
302,The Script,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,audio_features,7wMq5n8mYSKlQIGECKUgTX,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4
303,The Waterboys,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,audio_features,15mZo1Kah03g8CTLbSsWrr,spotify:track:15mZo1Kah03g8CTLbSsWrr,https://api.spotify.com/v1/tracks/15mZo1Kah03g8CTLbSsWrr,https://api.spotify.com/v1/audio-analysis/15mZo1Kah03g8CTLbSsWrr,302827,4
304,Led Zeppelin,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
305,Cold War Kids,0.464,0.714,2,-3.969,1,0.0303,0.0225,1.62e-06,0.447,0.58,77.996,audio_features,0kuSx4Cm1q6N6pOmCI9CRY,spotify:track:0kuSx4Cm1q6N6pOmCI9CRY,https://api.spotify.com/v1/tracks/0kuSx4Cm1q6N6pOmCI9CRY,https://api.spotify.com/v1/audio-analysis/0kuSx4Cm1q6N6pOmCI9CRY,200947,4
306,Teddybears,0.623,0.95,7,-2.316,1,0.186,0.329,0.0,0.156,0.793,176.809,audio_features,45sdD9GjryujVOcRJ4YQRQ,spotify:track:45sdD9GjryujVOcRJ4YQRQ,https://api.spotify.com/v1/tracks/45sdD9GjryujVOcRJ4YQRQ,https://api.spotify.com/v1/audio-analysis/45sdD9GjryujVOcRJ4YQRQ,179853,4
307,Meghan Trainor,0.812,0.869,9,-3.698,1,0.0503,0.044,4.1e-06,0.118,0.963,134.087,audio_features,5jSlcXdUGLWOV2pSfYYiBs,spotify:track:5jSlcXdUGLWOV2pSfYYiBs,https://api.spotify.com/v1/tracks/5jSlcXdUGLWOV2pSfYYiBs,https://api.spotify.com/v1/audio-analysis/5jSlcXdUGLWOV2pSfYYiBs,187867,4
308,Pulp,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,audio_features,2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4
309,Alice Babs,0.405,0.038,0,-19.058,1,0.0427,0.968,0.0,0.106,0.288,88.028,audio_features,4qxInLVzSSRdV5ARt81xRI,spotify:track:4qxInLVzSSRdV5ARt81xRI,https://api.spotify.com/v1/tracks/4qxInLVzSSRdV5ARt81xRI,https://api.spotify.com/v1/audio-analysis/4qxInLVzSSRdV5ARt81xRI,135840,1
310,The Rusty Pipes,0.486,0.34,5,-14.749,1,0.0407,0.634,0.0,0.427,0.502,78.464,audio_features,609MeNMs7oFweb92w1bb2o,spotify:track:609MeNMs7oFweb92w1bb2o,https://api.spotify.com/v1/tracks/609MeNMs7oFweb92w1bb2o,https://api.spotify.com/v1/audio-analysis/609MeNMs7oFweb92w1bb2o,195267,4
311,George Ezra,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,audio_features,2ixsaeFioXJmMgkkbd4uj1,spotify:track:2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/tracks/2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/audio-analysis/2ixsaeFioXJmMgkkbd4uj1,200733,4
312,Tokio Myers,0.225,0.423,1,-8.954,1,0.032,0.802,0.965,0.0805,0.0714,76.097,audio_features,18iVdZmYdzJRRtSGmaLERa,spotify:track:18iVdZmYdzJRRtSGmaLERa,https://api.spotify.com/v1/tracks/18iVdZmYdzJRRtSGmaLERa,https://api.spotify.com/v1/audio-analysis/18iVdZmYdzJRRtSGmaLERa,215747,4
313,estraden,0.694,0.671,6,-6.687,0,0.04,0.0774,0.0,0.091,0.428,99.943,audio_features,3EsUkO1XncklrPvQaabHaz,spotify:track:3EsUkO1XncklrPvQaabHaz,https://api.spotify.com/v1/tracks/3EsUkO1XncklrPvQaabHaz,https://api.spotify.com/v1/audio-analysis/3EsUkO1XncklrPvQaabHaz,196800,4
314,Tom Petty,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4
315,Huanastone,0.453,0.868,5,-5.087,0,0.0415,0.000253,0.0527,0.052,0.324,96.53,audio_features,5527lhkbalfUdvP2KfPynQ,spotify:track:5527lhkbalfUdvP2KfPynQ,https://api.spotify.com/v1/tracks/5527lhkbalfUdvP2KfPynQ,https://api.spotify.com/v1/audio-analysis/5527lhkbalfUdvP2KfPynQ,324693,4
316,José González,0.554,0.15,3,-16.746,1,0.0338,0.974,0.735,0.0698,0.314,87.956,audio_features,11X4Gw3T4hoktVruLgTnm1,spotify:track:11X4Gw3T4hoktVruLgTnm1,https://api.spotify.com/v1/tracks/11X4Gw3T4hoktVruLgTnm1,https://api.spotify.com/v1/audio-analysis/11X4Gw3T4hoktVruLgTnm1,160240,4
317,NOOX,0.552,0.883,11,-5.297,1,0.039,0.000183,6.6e-05,0.111,0.642,125.986,audio_features,7EIhW2IWOEuOyvl1aFTCaj,spotify:track:7EIhW2IWOEuOyvl1aFTCaj,https://api.spotify.com/v1/tracks/7EIhW2IWOEuOyvl1aFTCaj,https://api.spotify.com/v1/audio-analysis/7EIhW2IWOEuOyvl1aFTCaj,217311,4
318,Noel Gallagher's High Flying Birds,0.295,0.754,6,-3.16,0,0.0349,0.0465,0.0514,0.164,0.18,152.465,audio_features,4QyfiYXG4gU4bWFXRLLOFs,spotify:track:4QyfiYXG4gU4bWFXRLLOFs,https://api.spotify.com/v1/tracks/4QyfiYXG4gU4bWFXRLLOFs,https://api.spotify.com/v1/audio-analysis/4QyfiYXG4gU4bWFXRLLOFs,249107,4
319,Ron Pope,0.447,0.393,5,-8.65,1,0.038,0.785,0.0,0.28,0.564,73.139,audio_features,5JDcQAztvZTIkrWoZihgvC,spotify:track:5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/tracks/5JDcQAztvZTIkrWoZihgvC,https://api.spotify.com/v1/audio-analysis/5JDcQAztvZTIkrWoZihgvC,220239,3
320,Albin Lee Meldau,0.515,0.451,4,-10.118,0,0.0302,0.843,0.0572,0.161,0.468,80.965,audio_features,73hiGuj0dxhA1YhmSJOcMF,spotify:track:73hiGuj0dxhA1YhmSJOcMF,https://api.spotify.com/v1/tracks/73hiGuj0dxhA1YhmSJOcMF,https://api.spotify.com/v1/audio-analysis/73hiGuj0dxhA1YhmSJOcMF,221218,1
321,Obadiah Parker,0.661,0.184,1,-13.644,0,0.038,0.665,0.0,0.106,0.357,140.006,audio_features,6QeLUyIfNHCJhEMSPGwDgi,spotify:track:6QeLUyIfNHCJhEMSPGwDgi,https://api.spotify.com/v1/tracks/6QeLUyIfNHCJhEMSPGwDgi,https://api.spotify.com/v1/audio-analysis/6QeLUyIfNHCJhEMSPGwDgi,298801,4
322,Llojd,0.813,0.502,5,-8.892,1,0.0327,0.256,0.548,0.105,0.663,119.02,audio_features,1nVtl2nRkhNytTxp9NxQA4,spotify:track:1nVtl2nRkhNytTxp9NxQA4,https://api.spotify.com/v1/tracks/1nVtl2nRkhNytTxp9NxQA4,https://api.spotify.com/v1/audio-analysis/1nVtl2nRkhNytTxp9NxQA4,276324,4
323,Jakob Karlberg,0.694,0.764,11,-5.489,1,0.0294,0.0336,0.0,0.175,0.593,125.012,audio_features,4pItP9yMHJ4Klk8U6eOmLx,spotify:track:4pItP9yMHJ4Klk8U6eOmLx,https://api.spotify.com/v1/tracks/4pItP9yMHJ4Klk8U6eOmLx,https://api.spotify.com/v1/audio-analysis/4pItP9yMHJ4Klk8U6eOmLx,212925,4
324,Roger Pontare,0.585,0.704,7,-8.135,0,0.0422,0.0816,2.23e-06,0.308,0.513,122.791,audio_features,1nSyBcZr8IS9wZcFyvqqE7,spotify:track:1nSyBcZr8IS9wZcFyvqqE7,https://api.spotify.com/v1/tracks/1nSyBcZr8IS9wZcFyvqqE7,https://api.spotify.com/v1/audio-analysis/1nSyBcZr8IS9wZcFyvqqE7,184787,4
325,Lasse Berghagen,0.43,0.584,6,-11.436,0,0.245,0.792,0.000288,0.0414,0.466,82.51,audio_features,6xYeTISkTw4S9K9hJgr1KJ,spotify:track:6xYeTISkTw4S9K9hJgr1KJ,https://api.spotify.com/v1/tracks/6xYeTISkTw4S9K9hJgr1KJ,https://api.spotify.com/v1/audio-analysis/6xYeTISkTw4S9K9hJgr1KJ,192533,4
326,Smile,0.592,0.749,6,-6.165,0,0.0295,0.000618,0.00122,0.166,0.799,127.038,audio_features,3OUlwrGsM6xGuA66YVpeGT,spotify:track:3OUlwrGsM6xGuA66YVpeGT,https://api.spotify.com/v1/tracks/3OUlwrGsM6xGuA66YVpeGT,https://api.spotify.com/v1/audio-analysis/3OUlwrGsM6xGuA66YVpeGT,192921,4
327,Dire Straits,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,audio_features,37Tmv4NnfQeb0ZgUC4fOJj,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/tracks/37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/audio-analysis/37Tmv4NnfQeb0ZgUC4fOJj,348624,4
328,Nadja Evelina,0.467,0.74,9,-4.085,1,0.0442,0.0424,0.0214,0.0544,0.496,164.047,audio_features,2MUaIa4EpKRzqgMLbpgxUk,spotify:track:2MUaIa4EpKRzqgMLbpgxUk,https://api.spotify.com/v1/tracks/2MUaIa4EpKRzqgMLbpgxUk,https://api.spotify.com/v1/audio-analysis/2MUaIa4EpKRzqgMLbpgxUk,177750,4
329,Rage Against The Machine,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,audio_features,59WN2psjkt1tyaxjspN8fp,spotify:track:59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp,313573,4
330,Olly Murs,0.762,0.863,0,-3.689,0,0.0561,0.015,0.0,0.125,0.965,106.012,audio_features,6s8nHXTJVqFjXE4yVZPDHR,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/tracks/6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/audio-analysis/6s8nHXTJVqFjXE4yVZPDHR,185587,4
331,Daryl Hall & John Oates,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,audio_features,4o6BgsqLIBViaGVbx5rbRk,spotify:track:4o6BgsqLIBViaGVbx5rbRk,https://api.spotify.com/v1/tracks/4o6BgsqLIBViaGVbx5rbRk,https://api.spotify.com/v1/audio-analysis/4o6BgsqLIBViaGVbx5rbRk,190627,4
332,Sabaton,0.536,0.849,0,-4.702,1,0.0616,0.00318,0.00197,0.104,0.305,127.002,audio_features,1BrgjqSg9du0lj3TUMLluL,spotify:track:1BrgjqSg9du0lj3TUMLluL,https://api.spotify.com/v1/tracks/1BrgjqSg9du0lj3TUMLluL,https://api.spotify.com/v1/audio-analysis/1BrgjqSg9du0lj3TUMLluL,206547,4
333,Orchestral Manoeuvres In The Dark,0.646,0.636,9,-15.222,1,0.0421,0.00761,0.165,0.055,0.852,126.629,audio_features,30R6QDPKZCeepPj3hSmQvp,spotify:track:30R6QDPKZCeepPj3hSmQvp,https://api.spotify.com/v1/tracks/30R6QDPKZCeepPj3hSmQvp,https://api.spotify.com/v1/audio-analysis/30R6QDPKZCeepPj3hSmQvp,225827,4
334,Rhye,0.741,0.592,6,-9.059,0,0.0308,0.665,0.854,0.116,0.822,111.984,audio_features,1hgX0ZmmP7IRRjUFCIBrnQ,spotify:track:1hgX0ZmmP7IRRjUFCIBrnQ,https://api.spotify.com/v1/tracks/1hgX0ZmmP7IRRjUFCIBrnQ,https://api.spotify.com/v1/audio-analysis/1hgX0ZmmP7IRRjUFCIBrnQ,310133,4
335,Milky Chance,0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,audio_features,34xGLuxM0rkxhCVyMSqwJO,spotify:track:34xGLuxM0rkxhCVyMSqwJO,https://api.spotify.com/v1/tracks/34xGLuxM0rkxhCVyMSqwJO,https://api.spotify.com/v1/audio-analysis/34xGLuxM0rkxhCVyMSqwJO,313684,4
336,The Features,0.449,0.905,9,-6.603,1,0.0525,0.00443,0.000531,0.0447,0.321,146.354,audio_features,0bMYIPW5vK6BWsCzjs02SM,spotify:track:0bMYIPW5vK6BWsCzjs02SM,https://api.spotify.com/v1/tracks/0bMYIPW5vK6BWsCzjs02SM,https://api.spotify.com/v1/audio-analysis/0bMYIPW5vK6BWsCzjs02SM,201213,4
337,O.A.R.,0.449,0.721,9,-5.965,1,0.0392,0.166,0.0,0.0999,0.493,178.141,audio_features,2xwsf9FuFINP1X4FTsqZ7Q,spotify:track:2xwsf9FuFINP1X4FTsqZ7Q,https://api.spotify.com/v1/tracks/2xwsf9FuFINP1X4FTsqZ7Q,https://api.spotify.com/v1/audio-analysis/2xwsf9FuFINP1X4FTsqZ7Q,215915,4
338,Jessie Reyez,0.649,0.563,4,-5.672,0,0.429,0.209,1.08e-06,0.156,0.144,75.087,audio_features,628MAivwrk68OvS8Gk01D5,spotify:track:628MAivwrk68OvS8Gk01D5,https://api.spotify.com/v1/tracks/628MAivwrk68OvS8Gk01D5,https://api.spotify.com/v1/audio-analysis/628MAivwrk68OvS8Gk01D5,177339,4
339,The Animals,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,audio_features,4mn2kNTqiGLwaUR8JdhJ1l,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,269907,3
340,Lill-Babs,0.635,0.523,8,-6.301,1,0.0309,0.485,0.0,0.0597,0.897,92.834,audio_features,5LqYhJNEsJZp8gw9HZtOUb,spotify:track:5LqYhJNEsJZp8gw9HZtOUb,https://api.spotify.com/v1/tracks/5LqYhJNEsJZp8gw9HZtOUb,https://api.spotify.com/v1/audio-analysis/5LqYhJNEsJZp8gw9HZtOUb,143373,4
341,Tove Styrke,0.604,0.703,1,-9.365,1,0.0479,0.0803,0.0,0.103,0.253,125.036,audio_features,5tcG3FB0zBKr6LAbw8rmF2,spotify:track:5tcG3FB0zBKr6LAbw8rmF2,https://api.spotify.com/v1/tracks/5tcG3FB0zBKr6LAbw8rmF2,https://api.spotify.com/v1/audio-analysis/5tcG3FB0zBKr6LAbw8rmF2,185135,4
342,Sivert Høyem,0.319,0.224,5,-8.914,1,0.0362,0.872,0.0,0.114,0.196,126.425,audio_features,0m8RkDsjuIuTDZ8AfIxAc8,spotify:track:0m8RkDsjuIuTDZ8AfIxAc8,https://api.spotify.com/v1/tracks/0m8RkDsjuIuTDZ8AfIxAc8,https://api.spotify.com/v1/audio-analysis/0m8RkDsjuIuTDZ8AfIxAc8,200259,3
343,Sahara Hotnights,0.77,0.8,10,-4.276,1,0.0333,0.00247,0.00197,0.194,0.808,116.175,audio_features,4qjWcGhRQ28WEYuLDZ4aAR,spotify:track:4qjWcGhRQ28WEYuLDZ4aAR,https://api.spotify.com/v1/tracks/4qjWcGhRQ28WEYuLDZ4aAR,https://api.spotify.com/v1/audio-analysis/4qjWcGhRQ28WEYuLDZ4aAR,195840,4
